id,disease_id,symptom_id
2436,593,4
2437,593,364
2438,692,275
2439,692,464
2440,692,302
2441,692,8
2442,692,17
2443,487,66
2444,487,226
2445,487,227
2446,71,2
2447,71,4
2448,71,220
2449,71,223
2450,71,222
2451,71,225
2452,71,228
2453,285,30
2454,285,3
2455,285,11
2456,285,135
2457,285,200
2458,285,111
2459,285,181
2460,577,38
2461,577,319
2462,577,39
2463,667,4
2464,667,243
2465,667,466
2466,667,3
2467,667,93
2468,667,200
2469,667,120
2470,667,33
2471,667,85
2472,667,92
2473,310,28
2474,310,364
2475,502,22
2476,502,56
2477,502,179
2478,502,54
2479,502,14
2480,502,197
2481,502,60
2482,502,111
2483,313,3
2484,313,120
2485,313,7
2486,313,171
2487,313,157
2488,313,145
2489,313,360
2490,313,174
2491,556,215
2492,556,96
2493,556,510
2494,556,511
2495,556,32
2496,556,37
2497,556,57
2498,556,85
2499,681,455
2500,681,457
2501,681,96
2502,681,458
2503,681,134
2504,681,196
2505,681,459
2506,681,460
2507,681,461
2508,681,462
2509,681,463
2510,681,148
2511,681,177
2512,681,57
2513,681,179
2514,681,89
2515,441,600
2516,441,252
2517,441,601
2518,441,602
2519,441,603
2520,441,604
2521,441,568
2522,441,605
2523,441,606
2524,441,3
2525,441,246
2526,441,608
2527,441,234
2528,441,610
2529,441,154
2530,441,120
2531,441,329
2532,441,205
2533,441,611
2534,441,327
2535,441,7
2536,441,613
2537,441,267
2538,441,98
2539,441,614
2540,441,270
2541,441,615
2542,441,250
2543,441,616
2544,441,617
2545,623,9
2546,623,340
2547,623,3
2548,623,197
2549,623,179
2550,623,145
2551,623,142
2552,109,47
2553,109,618
2554,109,619
2555,109,127
2556,109,620
2557,109,621
2558,109,48
2559,109,622
2560,20,623
2561,20,37
2562,20,624
2563,20,412
2564,20,96
2565,20,268
2566,20,105
2567,20,4
2568,20,125
2569,20,157
2570,456,614
2571,456,215
2572,456,369
2573,456,625
2574,456,626
2575,456,627
2576,456,103
2577,456,628
2578,456,462
2579,374,599
2580,374,158
2581,374,681
